title,address,city,state,postal_code,price,facts and features,real estate provider,url
Condo for sale,,San Francisco,CA,94111,"$959,000 ","1 bds, 1.0 ba ,1026 sqft",,https://www.zillow.com/homedetails/101-Lombard-St-APT-202E-San-Francisco-CA-94111/15065037_zpid/
Lot / Land for sale,,San Francisco,CA,94112,"$399,000 ","None bds, None ba ,None sqft",,https://www.zillow.com/homedetails/1-Head-St-San-Francisco-CA-94112/125164002_zpid/
House for sale,,San Francisco,CA,94112,"$1,000,000 ","3 bds, 2.0 ba ,1466 sqft",,https://www.zillow.com/homedetails/1988-Alemany-Blvd-San-Francisco-CA-94112/15188349_zpid/
House for sale,,San Francisco,CA,94112,"$2,249,000 ","5 bds, 4.0 ba ,2753 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/683-Miramar-Ave-San-Francisco-CA-94112/15140609_zpid/
Condo for sale,,San Francisco,CA,94112,"$1,388,000 ","4 bds, 2.0 ba ,2444 sqft",Intero Real Estate Services,https://www.zillow.com/homedetails/5700-Mission-St-APT-4-San-Francisco-CA-94112/89239774_zpid/
House for sale,,San Francisco,CA,94112,"$899,000 ","4 bds, 3.0 ba ,1660 sqft",Compass,https://www.zillow.com/homedetails/104-Allison-St-San-Francisco-CA-94112/15178717_zpid/
House for sale,,San Francisco,CA,94112,"$1,100,000 ","4 bds, 3.0 ba ,2760 sqft",JODI Group,https://www.zillow.com/homedetails/956-Madrid-St-958-San-Francisco-CA-94112/2073692787_zpid/
House for sale,,San Francisco,CA,94112,"$1,395,000 ","4 bds, 4.0 ba ,2250 sqft","eXp Realty of California, Inc",https://www.zillow.com/homedetails/60-Thrift-St-San-Francisco-CA-94112/15192122_zpid/
House for sale,,San Francisco,CA,94112,"$949,000 ","3 bds, 2.0 ba ,1083 sqft",MaxReal,https://www.zillow.com/homedetails/103-Edinburgh-St-San-Francisco-CA-94112/15167995_zpid/
House for sale,,San Francisco,CA,94112,"$995,000 ","4 bds, 4.0 ba ,4040 sqft",Compass SF,https://www.zillow.com/homedetails/25-Santa-Rosa-Ave-San-Francisco-CA-94112/15140049_zpid/
Lot / Land for sale,,San Francisco,CA,94112,"$559,000 ","None bds, None ba ,None sqft",Compass SF,https://www.zillow.com/homedetails/39-Santa-Rosa-Ave-San-Francisco-CA-94112/125163365_zpid/
House for sale,,San Francisco,CA,94112,"$1,250,000 ","4 bds, 3.0 ba ,2050 sqft",RE/MAX Gold Daly City,https://www.zillow.com/homedetails/3023-Alemany-Blvd-San-Francisco-CA-94112/15195538_zpid/
House for sale,,San Francisco,CA,94112,"$998,000 ","2 bds, 1.0 ba ,1250 sqft",,https://www.zillow.com/homedetails/218-Avalon-Ave-San-Francisco-CA-94112/15169398_zpid/
House for sale,,San Francisco,CA,94112,"$1,388,000 ","5 bds, 3.0 ba ,2344 sqft","Andersen, Jung & Co.",https://www.zillow.com/homedetails/215-Brighton-Ave-217-San-Francisco-CA-94112/2074549586_zpid/
Under Contract,,San Francisco,CA,94112,"$959,000 ","2 bds, 1.0 ba ,850 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/354-Niagara-Ave-San-Francisco-CA-94112/15188817_zpid/
House for sale,,San Francisco,CA,94112,"$1,388,000 ","5 bds, None ba ,2344 sqft","Andersen, Jung & Co.",https://www.zillow.com/homedetails/215-Brighton-Ave-San-Francisco-CA-94112/2075181016_zpid/
Under Contract,,San Francisco,CA,94112,"$1,599,000 ","4 bds, 3.0 ba ,1995 sqft",Jenny He Realty Associates,https://www.zillow.com/homedetails/112-Dorado-Ter-San-Francisco-CA-94112/15142224_zpid/
Under Contract,,San Francisco,CA,94112,"$1,200,000 ","3 bds, 2.0 ba ,1278 sqft",Century 21 Baldini Realty,https://www.zillow.com/homedetails/108-Lapham-Way-San-Francisco-CA-94112/15177824_zpid/
House for sale,,San Francisco,CA,94112,"$1,495,000 ","5 bds, 4.0 ba ,1729 sqft",BarbCo,https://www.zillow.com/homedetails/120-Broad-St-San-Francisco-CA-94112/15194519_zpid/
House for sale,,San Francisco,CA,94112,"$1,099,000 ","5 bds, 5.0 ba ,2083 sqft",Bay One Realty,https://www.zillow.com/homedetails/149-Jules-Ave-San-Francisco-CA-94112/15189424_zpid/
House for sale,,San Francisco,CA,94112,"$1,399,000 ","5 bds, 3.0 ba ,1820 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/32-Acton-St-San-Francisco-CA-94112/15178854_zpid/
House for sale,,San Francisco,CA,94112,"$2,228,988 ","5 bds, 4.0 ba ,2300 sqft",,https://www.zillow.com/homedetails/23-Madrid-St-San-Francisco-CA-94112/15167835_zpid/
New construction,,San Francisco,CA,94112,"$999,918 ","0 bds, 3.0 ba ,2290 sqft",,https://www.zillow.com/homedetails/246-Farallones-St-San-Francisco-CA-94112/15194410_zpid/
Under Contract,,San Francisco,CA,94112,"$1,195,000 ","3 bds, 1.0 ba ,950 sqft","Prime Metropolis Prop., Inc.",https://www.zillow.com/homedetails/254-Jules-Ave-San-Francisco-CA-94112/15187857_zpid/
House for sale,,San Francisco,CA,94112,"$1,399,000 ","4 bds, 3.0 ba ,2337 sqft",Global Realty,https://www.zillow.com/homedetails/15-Bruce-Ave-San-Francisco-CA-94112/15188957_zpid/
House for sale,,San Francisco,CA,94112,"$1,095,000 ","5 bds, None ba ,2100 sqft",Compass,https://www.zillow.com/homedetails/359-Hearst-Ave-361-San-Francisco-CA-94112/2075614651_zpid/
House for sale,,San Francisco,CA,94112,"$1,725,000 ","5 bds, 5.0 ba ,3092 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/357-Louisburg-St-San-Francisco-CA-94112/111933745_zpid/
Under Contract,,San Francisco,CA,94112,"$1,285,000 ","2 bds, 2.0 ba ,None sqft",Compass,https://www.zillow.com/homedetails/609-Madrid-St-San-Francisco-CA-94112/15174706_zpid/
Multi-family home for sale,,San Francisco,CA,94112,"$989,000 ","4 bds, 2.0 ba ,1400 sqft",Far East Realty,https://www.zillow.com/homedetails/646-Madrid-St-648-San-Francisco-CA-94112/2076570881_zpid/
Multi-family home for sale,,San Francisco,CA,94112,"$4,988,000 ","12 bds, None ba ,11146 sqft",Starboard Commercial Brokerage,https://www.zillow.com/homedetails/4500-Mission-St-San-Francisco-CA-94112/2102051490_zpid/
Under Contract,,San Francisco,CA,94112,"$3,895,000 ","18 bds, None ba ,10641 sqft",Berkshire Hathaway-Franciscan,https://www.zillow.com/homedetails/168-Sickles-Ave-San-Francisco-CA-94112/2077724012_zpid/
Multi-family home for sale,,San Francisco,CA,94112,"$950,000 ","5 bds, 3.0 ba ,2250 sqft","Maven Commercial, Inc.",https://www.zillow.com/homedetails/343-Russia-Ave-345-San-Francisco-CA-94112/2076570917_zpid/
Under Contract,,San Francisco,CA,94112,"$1,495,000 ","3 bds, 4.0 ba ,2785 sqft",Vanguard Properties,https://www.zillow.com/homedetails/414-Bosworth-St-A-San-Francisco-CA-94112/114314095_zpid/
Condo for sale,,San Francisco,CA,94112,"$879,000 ","2 bds, 2.0 ba ,1387 sqft",Bay Real Estate Group,https://www.zillow.com/homedetails/305-Santa-Rosa-Ave-315-9-San-Francisco-CA-94112/2076570823_zpid/
House for sale,,San Francisco,CA,94112,"$1,389,500 ","6 bds, 4.0 ba ,1903 sqft",,https://www.zillow.com/homedetails/350-Prague-St-San-Francisco-CA-94112/15174967_zpid/
House for sale,,San Francisco,CA,94112,"$1,080,000 ","4 bds, 2.0 ba ,1469 sqft",,https://www.zillow.com/homedetails/646-Paris-St-San-Francisco-CA-94112/15176392_zpid/
House for sale,,San Francisco,CA,94112,"$1,299,000 ","5 bds, 3.0 ba ,2661 sqft",,https://www.zillow.com/homedetails/232-Minerva-St-San-Francisco-CA-94112/15192967_zpid/
House for sale,,San Francisco,CA,94112,"$1,189,000 ","3 bds, 2.0 ba ,1726 sqft",,https://www.zillow.com/homedetails/31-Lobos-St-San-Francisco-CA-94112/15194333_zpid/
House for sale,,San Francisco,CA,94112,"$1,398,000 ","3 bds, 3.0 ba ,1354 sqft",,https://www.zillow.com/homedetails/312-Athens-St-San-Francisco-CA-94112/15169752_zpid/
House for sale,,San Francisco,CA,94112,"$1,499,999 ","2 bds, 1.0 ba ,2136 sqft",Asahi Realty,https://www.zillow.com/homedetails/285-Farallones-St-San-Francisco-CA-94112/2076810684_zpid/
House for sale,,San Francisco,CA,94112,"$1,099,000 ","3 bds, 2.0 ba ,1387 sqft",,https://www.zillow.com/homedetails/601-Lakeview-Ave-San-Francisco-CA-94112/15192153_zpid/
House for sale,,San Francisco,CA,94110,"$2,325,000 ","3 bds, 2.0 ba ,1518 sqft",Engel & Voelkers San Francisco,https://www.zillow.com/homedetails/1673-Dolores-St-San-Francisco-CA-94110/15183479_zpid/
House for sale,,San Francisco,CA,94110,"$1,190,000 ","3 bds, 2.0 ba ,1450 sqft",Redfin,https://www.zillow.com/homedetails/336-Bradford-St-San-Francisco-CA-94110/15163061_zpid/
Condo for sale,,San Francisco,CA,94110,"$895,000 ","1 bds, 2.0 ba ,910 sqft",,https://www.zillow.com/homedetails/2600-18th-St-SUITE-8-San-Francisco-CA-94110/59779960_zpid/
Condo for sale,,San Francisco,CA,94110,"$759,000 ","2 bds, 1.0 ba ,842 sqft",Compass,https://www.zillow.com/homedetails/2987-Mission-St-APT-204-San-Francisco-CA-94110/15180659_zpid/
House for sale,,San Francisco,CA,94110,"$1,295,000 ","3 bds, 2.0 ba ,1475 sqft",Vanguard Properties,https://www.zillow.com/homedetails/2812-21st-St-San-Francisco-CA-94110/2073579051_zpid/
Condo for sale,,San Francisco,CA,94110,"$1,099,000 ","1 bds, 2.0 ba ,1003 sqft",Compass,https://www.zillow.com/homedetails/1800-Bryant-St-SUITE-313-San-Francisco-CA-94110/54896259_zpid/
House for sale,,San Francisco,CA,94110,"$1,249,000 ","3 bds, 2.0 ba ,1250 sqft",Compass,https://www.zillow.com/homedetails/1298-Treat-Ave-San-Francisco-CA-94110/2108857638_zpid/
Condo for sale,,San Francisco,CA,94110,"$1,249,000 ","2 bds, 2.0 ba ,1056 sqft",Compass,https://www.zillow.com/homedetails/555-Bartlett-St-APT-304-San-Francisco-CA-94110/111928614_zpid/
House for sale,,San Francisco,CA,94110,"$1,299,000 ","4 bds, 2.0 ba ,2596 sqft",,https://www.zillow.com/homedetails/832-Florida-St-San-Francisco-CA-94110/2073613014_zpid/
Condo for sale,,San Francisco,CA,94110,"$1,595,000 ","2 bds, 2.0 ba ,1562 sqft",Compass SF,https://www.zillow.com/homedetails/446-Guerrero-St-San-Francisco-CA-94110/63197187_zpid/
House for sale,,San Francisco,CA,94110,"$1,095,000 ","2 bds, 3.0 ba ,2011 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/416-Precita-Ave-San-Francisco-CA-94110/2073622496_zpid/
Under Contract,,San Francisco,CA,94110,"$1,550,000 ","1 bds, 2.0 ba ,1121 sqft",Compass,https://www.zillow.com/homedetails/2101-Bryant-St-APT-305-San-Francisco-CA-94110/111711189_zpid/
House for sale,,San Francisco,CA,94110,"$2,600,000 ","4 bds, 1.0 ba ,6350 sqft",Makras Real Estate,https://www.zillow.com/homedetails/1413-Valencia-St-1419-San-Francisco-CA-94110/2073656247_zpid/
House for sale,,San Francisco,CA,94110,"$1,200,000 ","8 bds, 1.0 ba ,2625 sqft",Makras Real Estate,https://www.zillow.com/homedetails/2737-Harrison-St-2739-San-Francisco-CA-94110/2073656672_zpid/
House for sale,,San Francisco,CA,94110,"$1,498,000 ","4 bds, 2.0 ba ,1990 sqft",Vanguard Properties,https://www.zillow.com/homedetails/1219-York-St-San-Francisco-CA-94110/15152416_zpid/
House for sale,,San Francisco,CA,94110,"$1,098,000 ","2 bds, 2.0 ba ,1300 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/1441-Florida-St-San-Francisco-CA-94110/2073707212_zpid/
Condo for sale,,San Francisco,CA,94110,"$998,000 ","2 bds, 2.0 ba ,1162 sqft",Keller Williams San Francisco,https://www.zillow.com/homedetails/2501-Harrison-St-SUITE-6-San-Francisco-CA-94110/54854739_zpid/
House for sale,,San Francisco,CA,94110,"$1,750,000 ","3 bds, 3.0 ba ,2262 sqft",Vanguard Properties,https://www.zillow.com/homedetails/528-Nevada-St-San-Francisco-CA-94110/15164020_zpid/
Condo for sale,,San Francisco,CA,94110,"$865,000 ","0 bds, 1.0 ba ,1075 sqft",Compass SF,https://www.zillow.com/homedetails/2711-18th-St-10-San-Francisco-CA-94110/2073911767_zpid/
Under Contract,,San Francisco,CA,94110,"$1,495,000 ","3 bds, 2.0 ba ,None sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/1342-Guerrero-St-San-Francisco-CA-94110/111923221_zpid/
House for sale,,San Francisco,CA,94110,"$1,195,000 ","3 bds, 2.0 ba ,None sqft",Compass,https://www.zillow.com/homedetails/568-Peralta-Ave-San-Francisco-CA-94110/2073948069_zpid/
Condo for sale,,San Francisco,CA,94110,"$1,595,000 ","2 bds, 2.0 ba ,1570 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/614-Guerrero-St-San-Francisco-CA-94110/15144616_zpid/
House for sale,,San Francisco,CA,94110,"$3,690,000 ","4 bds, 4.0 ba ,2636 sqft",,https://www.zillow.com/homedetails/1529-Dolores-St-San-Francisco-CA-94110/15183087_zpid/
Condo for sale,,San Francisco,CA,94110,"$1,250,000 ","2 bds, 2.0 ba ,None sqft",Compass,https://www.zillow.com/homedetails/1270-York-St-San-Francisco-CA-94110/249665445_zpid/
Under Contract,,San Francisco,CA,94110,"$949,000 ","2 bds, 1.0 ba ,993 sqft",Vanguard Properties,https://www.zillow.com/homedetails/153-Ripley-St-San-Francisco-CA-94110/2074072336_zpid/
Condo for sale,,San Francisco,CA,94110,"$999,000 ","2 bds, 2.0 ba ,1058 sqft",Compass,https://www.zillow.com/homedetails/3025-20th-St-A-San-Francisco-CA-94110/2074345269_zpid/
House for sale,,San Francisco,CA,94110,"$1,695,000 ","4 bds, 2.0 ba ,2700 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/1466-Dolores-St-1468-San-Francisco-CA-94110/2074435171_zpid/
House for sale,,San Francisco,CA,94110,"$3,000,000 ","0 bds, None ba ,5990 sqft",Marcus & Millichap,https://www.zillow.com/homedetails/572-Valencia-St-San-Francisco-CA-94110/2074563463_zpid/
Condo for sale,,San Francisco,CA,94110,"$1,795,000 ","3 bds, 3.0 ba ,1713 sqft",Vanguard Properties,https://www.zillow.com/homedetails/2812-19th-St-San-Francisco-CA-94110/59779966_zpid/
New construction,,San Francisco,CA,94110,"$2,495,000 ","3 bds, 4.0 ba ,1975 sqft",Polaris Realty,https://www.zillow.com/homedetails/2829-25th-St-4-San-Francisco-CA-94110/2077532511_zpid/
Multi-family home for sale,,San Francisco,CA,94110,"$2,000,000 ","7 bds, 3.0 ba ,4374 sqft",,https://www.zillow.com/homedetails/718-Guerrero-St-San-Francisco-CA-94110/2083722010_zpid/
New construction,,San Francisco,CA,94110,"$745,000 ","1 bds, 1.0 ba ,None sqft",Vanguard Properties,https://www.zillow.com/homedetails/3620-Cesar-Chavez-St-103-San-Francisco-CA-94110/2078267873_zpid/
House for sale,,San Francisco,CA,94110,"$2,150,000 ","8 bds, 5.0 ba ,4585 sqft",Vanguard Properties,https://www.zillow.com/homedetails/1718-Bryant-St-1722-San-Francisco-CA-94110/2075169425_zpid/
House for sale,,San Francisco,CA,94110,"$939,000 ","2 bds, 1.0 ba ,None sqft",Polaris Realty,https://www.zillow.com/homedetails/2946-22nd-St-San-Francisco-CA-94110/2112151784_zpid/
House for sale,,San Francisco,CA,94110,"$4,995,000 ","4 bds, 4.0 ba ,None sqft",ARG Real Estate,https://www.zillow.com/homedetails/50-Liberty-St-San-Francisco-CA-94110/15145617_zpid/
Multi-family home for sale,,San Francisco,CA,94110,"$1,499,999 ","None bds, None ba ,2589 sqft",,https://www.zillow.com/homedetails/1333-York-St-San-Francisco-CA-94110/2075273594_zpid/
Under Contract,,San Francisco,CA,94110,"$1,195,000 ","2 bds, 1.0 ba ,1334 sqft",Compass SF,https://www.zillow.com/homedetails/181-27th-St-San-Francisco-CA-94110/119685356_zpid/
Multi-family home for sale,,San Francisco,CA,94110,"$1,799,000 ","4 bds, 3.0 ba ,1997 sqft",,https://www.zillow.com/homedetails/218-Winfield-St-San-Francisco-CA-94110/325646180_zpid/
Multi-family home for sale,,San Francisco,CA,94110,"$1,999,000 ","2 bds, 1.0 ba ,3000 sqft",,https://www.zillow.com/homedetails/3376-18th-St-San-Francisco-CA-94110/2075325465_zpid/
Multi-family home for sale,,San Francisco,CA,94110,"$1,999,000 ","4 bds, 3.0 ba ,3275 sqft",,https://www.zillow.com/homedetails/3378-18th-St-San-Francisco-CA-94110/2075325462_zpid/
Condo for sale,,San Francisco,CA,94109,"$649,000 ","1 bds, 1.0 ba ,653 sqft",Present Financial Properties,https://www.zillow.com/homedetails/1700-Gough-St-APT-410-San-Francisco-CA-94109/2081720322_zpid/
Under Contract,,San Francisco,CA,94109,"$1,400,000 ","2 bds, 1.0 ba ,852 sqft",North Point Real Estate,https://www.zillow.com/homedetails/115-Bernard-St-San-Francisco-CA-94109/15066997_zpid/
Condo for sale,,San Francisco,CA,94109,"$599,000 ","1 bds, 1.0 ba ,616 sqft",T. Okamoto & Co.,https://www.zillow.com/homedetails/1001-Pine-St-UNIT-1009-San-Francisco-CA-94109/15068906_zpid/
Condo for sale,,San Francisco,CA,94109,"$1,349,000 ","3 bds, 2.0 ba ,1258 sqft",Compass,https://www.zillow.com/homedetails/1267-Green-St-San-Francisco-CA-94109/15066182_zpid/
Condo for sale,,San Francisco,CA,94109,"$950,000 ","2 bds, 2.0 ba ,1382 sqft",Coldwell Banker Realty,https://www.zillow.com/homedetails/1388-Gough-St-APT-1101-San-Francisco-CA-94109/15076791_zpid/
Multi-family home for sale,,San Francisco,CA,94109,"$2,189,000 ","None bds, None ba ,3250 sqft",,https://www.zillow.com/homedetails/1343-1345-Greenwich-St-San-Francisco-CA-94109/2073581583_zpid/
Condo for sale,,San Francisco,CA,94109,"$849,000 ","1 bds, 1.0 ba ,805 sqft",Compass,https://www.zillow.com/homedetails/1483-Sutter-St-UNIT-616-San-Francisco-CA-94109/15076388_zpid/
Condo for sale,,San Francisco,CA,94109,"$1,298,000 ","2 bds, 2.0 ba ,989 sqft",Redfin,https://www.zillow.com/homedetails/1688-Pine-St-E506-San-Francisco-CA-94109/241585755_zpid/
Under Contract,,San Francisco,CA,94109,"$1,190,000 ","2 bds, 2.0 ba ,1630 sqft",Compass,https://www.zillow.com/homedetails/2040-Franklin-St-APT-1009-San-Francisco-CA-94109/15073850_zpid/
Condo for sale,,San Francisco,CA,94109,"$356,509 ","0 bds, None ba ,479 sqft",Home Quest Realty,https://www.zillow.com/homedetails/1805-Pine-St-APT-34-San-Francisco-CA-94109/15075485_zpid/
Condo for sale,,San Francisco,CA,94109,"$649,000 ","0 bds, 1.0 ba ,None sqft",Compass,https://www.zillow.com/homedetails/1000-N-Point-St-APT-405-San-Francisco-CA-94109/80740904_zpid/
Condo for sale,,San Francisco,CA,94109,"$828,000 ","1 bds, 1.0 ba ,700 sqft",Vanguard Properties,https://www.zillow.com/homedetails/1998-Broadway-APT-902-San-Francisco-CA-94109/15072751_zpid/
Condo for sale,,San Francisco,CA,94109,"$1,495,000 ","2 bds, 2.0 ba ,1500 sqft",Compass SF,https://www.zillow.com/homedetails/1770-Pacific-Ave-APT-302-San-Francisco-CA-94109/15072958_zpid/
Condo for sale,,San Francisco,CA,94109,"$599,000 ","1 bds, 1.0 ba ,629 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2415-Van-Ness-Ave-APT-303-San-Francisco-CA-94109/15072086_zpid/
Condo for sale,,San Francisco,CA,94109,"$2,195,000 ","2 bds, 2.0 ba ,1630 sqft",Sotheby's International Realty,https://www.zillow.com/homedetails/2111-Hyde-St-301-San-Francisco-CA-94109/80743539_zpid/
Condo for sale,,San Francisco,CA,94109,"$798,000 ","2 bds, 2.0 ba ,812 sqft",,https://www.zillow.com/homedetails/1142-Eddy-St-UNIT-B-San-Francisco-CA-94109/15077456_zpid/
House for sale,,San Francisco,CA,94109,"$6,795,000 ","4 bds, 4.0 ba ,4500 sqft",Vanguard Properties,https://www.zillow.com/homedetails/844-Bay-St-San-Francisco-CA-94109/15063325_zpid/
Condo for sale,,San Francisco,CA,94109,"$1,500,000 ","2 bds, 2.0 ba ,1110 sqft",Compass SF,https://www.zillow.com/homedetails/900-Bush-St-PH-5-San-Francisco-CA-94109/2125046139_zpid/
Condo for sale,,San Francisco,CA,94109,"$799,000 ","1 bds, 1.0 ba ,775 sqft",Compass SF,https://www.zillow.com/homedetails/1483-Sutter-St-UNIT-520-San-Francisco-CA-94109/15076369_zpid/
Condo for sale,,San Francisco,CA,94109,"$950,000 ","1 bds, 1.0 ba ,743 sqft",,https://www.zillow.com/homedetails/1688-Pine-St-E203-San-Francisco-CA-94109/241585715_zpid/
Condo for sale,,San Francisco,CA,94109,"$688,000 ","1 bds, 1.0 ba ,680 sqft",,https://www.zillow.com/homedetails/900-Bush-St-APT-206-San-Francisco-CA-94109/15068965_zpid/
Condo for sale,,San Francisco,CA,94109,"$999,000 ","2 bds, 2.0 ba ,1065 sqft",Compass SF,https://www.zillow.com/homedetails/1776-Sacramento-St-APT-503-San-Francisco-CA-94109/15074205_zpid/
Condo for sale,,San Francisco,CA,94109,"$2,050,000 ","2 bds, 2.0 ba ,1402 sqft",Century 21 Realty Alliance,https://www.zillow.com/homedetails/1645-Pacific-Ave-APT-5D-San-Francisco-CA-94109/123535161_zpid/
Condo for sale,,San Francisco,CA,94109,"$799,000 ","2 bds, 2.0 ba ,816 sqft",Luxmore Real Estate,https://www.zillow.com/homedetails/1186-Eddy-St-UNIT-B-San-Francisco-CA-94109/15077484_zpid/
House for sale,,San Francisco,CA,94109,"$599,000 ","0 bds, 1.0 ba ,5235 sqft",Corcoran Global Living,https://www.zillow.com/homedetails/929-Bush-St-APT-3-San-Francisco-CA-94109/2091460087_zpid/
Condo for sale,,San Francisco,CA,94109,"$875,000 ","1 bds, 2.0 ba ,834 sqft",Vanguard Properties,https://www.zillow.com/homedetails/818-Van-Ness-Ave-APT-404-San-Francisco-CA-94109/111710738_zpid/
Condo for sale,,San Francisco,CA,94109,"$1,649,000 ","4 bds, 1.0 ba ,2627 sqft",Sequoia Real Estate,https://www.zillow.com/homedetails/1155-Pine-St-APT-17-San-Francisco-CA-94109/15069160_zpid/
